date,price,fast_ma,slow_ma,signal,asset_return,position,gross_strategy_return,trade_flag,transaction_cost,net_strategy_return,equity_asset,equity_strategy_gross,equity_strategy_net
2025-05-15,103594.42575090707,98212.02953304994,89947.08029193696,1,-0.005663651466510822,1.0,-0.005663651466510822,0,0.0,-0.005663651466510822,1.099070941641601,1.099070941641601,1.0979716303705416
2025-05-16,103708.8513642364,98658.81650093998,90282.04020823963,1,0.0011045537682159434,1.0,0.0011045537682159434,0,0.0,0.0011045537682159434,1.1002849245917279,1.1002849245917279,1.0991843990722616
2025-05-17,103556.03493982446,99104.41492937117,90608.61547542963,1,-0.0014735138071796383,1.0,-0.0014735138071796383,0,0.0,-0.0014735138071796383,1.0986636395635103,1.0986636395635103,1.0975647356835923
2025-05-18,103212.36483885496,99574.56628032979,90985.67338910553,1,-0.00331868732874141,1.0,-0.00331868732874141,0,0.0,-0.00331868732874141,1.095017518464342,1.095017518464342,1.0939222615028057
2025-05-19,106030.6376831359,100124.56784174938,91452.70269169121,1,0.027305573791290394,1.0,0.027305573791290394,0,0.0,0.027305573791290394,1.1249176001175258,1.1249176001175258,1.1237924365362058
2025-05-20,105629.41580436694,100693.22065880868,91918.16338554183,1,-0.003784018351072893,1.0,-0.003784018351072893,0,0.0,-0.003784018351072893,1.1206608912752363,1.1206608912752363,1.119539985333556
2025-05-21,106786.71995834044,101320.76899120162,92403.61591162907,1,0.010956267675634068,1.0,0.010956267675634068,0,0.0,0.010956267675634068,1.1329391519736625,1.1329391519736625,1.1318059650864458
2025-05-22,109665.86371625264,101982.71491587773,92892.1814338484,1,0.026961627429285207,1.0,0.026961627429285207,0,0.0,0.026961627429285207,1.1634850352892268,1.1634850352892268,1.1623212958393492
2025-05-23,111560.356938144,102717.95435606522,93472.86012955842,1,0.017275140665404587,1.0,0.017275140665404587,0,0.0,0.017275140665404587,1.1835844029359415,1.1835844029359415,1.1824005597233693
2025-05-24,107216.66856870624,103282.64436329833,93953.91374945501,1,-0.0389357697362529,1.0,-0.0389357697362529,0,0.0,-0.0389357697362529,1.1375006331598072,1.1375006331598072,1.1363628837939637
2025-05-25,107831.36374380375,103957.88152622388,94433.50087125115,1,0.005733205324353063,1.0,0.005733205324353063,0,0.0,0.005733205324353063,1.144022157846294,1.144022157846294,1.1428778855297284
2025-05-26,108861.81037744328,104663.0308595683,94938.81936876451,1,0.009556093866045945,1.0,0.009556093866045945,0,0.0,0.009556093866045945,1.1549545409715096,1.1549545409715096,1.1537993338812786
2025-05-27,109377.71513263127,105289.19001679195,95562.14399977715,1,0.004739079328180074,1.0,0.004739079328180074,0,0.0,0.004739079328180074,1.1604279621616154,1.1604279621616154,1.1592672804533433
2025-05-28,109068.45694901443,105891.28817575928,96159.92729340591,1,-0.00282743320466905,1.0,-0.00282743320466905,0,0.0,-0.00282743320466905,1.1571469296097732,1.1571469296097732,1.155989529651503
2025-05-29,107838.18431100152,106129.38361355287,96790.10917249945,1,-0.011279820696354248,1.0,-0.011279820696354248,0,0.0,-0.011279820696354248,1.144094519724438,1.144094519724438,1.1429501750301712
2025-05-30,105745.41660358038,106268.52742088574,97252.5740986618,1,-0.019406555486743637,1.0,-0.019406555486743637,0,0.0,-0.019406555486743637,1.1218915859453265,1.1218915859453265,1.1207694490398648
2025-05-31,104010.91956242644,106237.52943403623,97740.86534346016,1,-0.016402574190579222,1.0,-0.016402574190579222,0,0.0,-0.016402574190579222,1.1034896759730717,1.1034896759730717,1.1023859450014537
2025-06-01,104687.50742934884,106272.20172466637,98165.82972843839,1,0.006504969572125763,1.0,0.006504969572125763,0,0.0,0.006504969572125763,1.1106678427384313,1.1106678427384313,1.1095569320304273
2025-06-02,105710.00593822816,106413.86050014773,98573.92790152441,1,0.00976714924241917,1.0,0.00976714924241917,0,0.0,0.00976714924241917,1.1215159013172133,1.1215159013172133,1.1203941401785291
2025-06-03,105884.74263221148,106498.87311212292,99019.60635215775,1,0.0016529815927304181,1.0,0.0016529815927304181,0,0.0,0.0016529815927304181,1.1233697464580452,1.1233697464580452,1.1222461310688472
2025-06-04,105434.47745144973,106590.87569715006,99437.82685135685,1,-0.004252408511070782,1.0,-0.004252408511070782,0,0.0,-0.004252408511070782,1.1185927193871277,1.1185927193871277,1.1174738820695738
2025-06-05,104812.9182188067,106646.07903987859,99860.95536596136,1,-0.005895218031779392,1.0,-0.005895218031779392,0,0.0,-0.005895218031779392,1.1119983714175796,1.1119983714175796,1.1108861298899546
2025-06-06,101650.7387545425,106550.81423061449,100211.85455261878,1,-0.030169749282839997,1.0,-0.030169749282839997,0,0.0,-0.030169749282839997,1.078449659348985,1.078449659348985,1.0773709738693902
